pack_code,pack_name,type_code,type_name,faction_code,faction_name,position,exceptional,myriad,code,name,real_name,subname,text,real_text,quantity,skill_willpower,skill_intellect,skill_combat,skill_agility,health,health_per_investigator,sanity,deck_limit,real_slot,traits,real_traits,deck_requirements,deck_options,flavor,illustrator,is_unique,permanent,double_sided,back_text,back_flavor,octgn_id,url,imagesrc,backimagesrc,duplicated_by,alternated_by,cost,xp,slot,subtype_code,subtype_name,errata_date,skill_wild,restrictions,tags,victory,enemy_damage,enemy_fight,enemy_evade,hidden,exile,linked_to_code,linked_to_name,linked_card,enemy_horror,faction2_code,faction2_name,bonded_cards,bonded_to,bonded_count,shroud,clues,alternate_of_code,alternate_of_name,duplicate_of_code,duplicate_of_name,faction3_code,faction3_name,customization_text,customization_change,customization_options,links_to_card_by_id
core,Core Set,investigator,Investigator,seeker,Seeker,2,FALSE,FALSE,01002,Daisy Walker,Daisy Walker,The Librarian,"You may take an additional action during your turn, which can only be used on [[Tome]] [action] abilities.
[elder_sign] effect: +0. If you succeed, draw 1 card for each [[Tome]] you control.","You may take an additional action during your turn, which can only be used on [[Tome]] [action] abilities.
[elder_sign] effect: +0. If you succeed, draw 1 card for each [[Tome]] you control.",1,3,5,2,2,5,FALSE,9,1,,Miskatonic.,Miskatonic.,"{'size': 30, 'card': {'01008': {'01008': '01008', '90002': '90002'}, '01009': {'01009': '01009', '90003': '90003'}}, 'random': [{'target': 'subtype', 'value': 'basicweakness'}]}","[{'faction': ['seeker', 'neutral'], 'level': {'min': 0, 'max': 5}}, {'faction': ['mystic'], 'level': {'min': 0, 'max': 2}}]","""I know of books so powerful, they can rewrite reality.""",Magali Villeneuve,TRUE,FALSE,TRUE,"<b>Deck Size</b>: 30.
<b>Deckbuilding Options</b>: Seeker cards ([seeker]) level 0-5, Mystic cards ([mystic]) level 0-2, Neutral cards level 0-5.
<b>Deckbuilding Requirements</b> (do not count toward deck size): Daisy’s Tote Bag, The Necronomicon (John Dee Translation), 1 random basic weakness.","As a respected librarian at Miskatonic University, Daisy had always felt that books were the most important thing in her life. She explored in fiction what she abhorred in life: horror, violence, fear. Then, she stumbled across the John Dee translation of the Necronomicon. It was blasphemous, unholy, and too awful to be read. But given her studies in obscure and occult subjects, Daisy knew there was more truth than fiction within the book's pages. She began to wonder what other secrets the restricted collection of the Orne Library held...",53463cb2-2261-4d8b-b948-d8f7a926ed79:8c96b7d1-18b8-40eb-830c-47a85cd1180f,https://arkhamdb.com/card/01002,/bundles/cards/01002.png,/bundles/cards/01002b.png,['01502'],"['01502', '90001']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01002
core,Core Set,investigator,Investigator,rogue,Rogue,3,FALSE,FALSE,01003,"""Skids"" O'Toole","""Skids"" O'Toole",The Ex-Con,"[free] During your turn, spend 2 resources: You may take an additional action this turn. (Limit once per turn.)
[elder_sign] effect: +2. If you succeed, gain 2 resources.","[free] During your turn, spend 2 resources: You may take an additional action this turn. (Limit once per turn.)
[elder_sign] effect: +2. If you succeed, gain 2 resources.",1,2,3,3,4,8,FALSE,6,1,,Criminal.,Criminal.,"{'size': 30, 'card': {'01010': {'01010': '01010', '90009': '90009'}, '01011': {'01011': '01011', '90010': '90010'}}, 'random': [{'target': 'subtype', 'value': 'basicweakness'}]}","[{'faction': ['rogue', 'neutral'], 'level': {'min': 0, 'max': 5}}, {'faction': ['guardian'], 'level': {'min': 0, 'max': 2}}]","""I didn't get out of the joint just to watch the world end.""",Magali Villeneuve,TRUE,FALSE,TRUE,"<b>Deck Size</b>: 30.
<b>Deckbuilding Options</b>: Rogue cards ([rogue]) level 0-5, Guardian cards ([guardian]) level 0-2, Neutral cards level 0-5.
<b>Deckbuilding Requirements</b> (do not count toward deck size): On the Lam, Hospital Debts, 1 random basic weakness.","Skids hadn't planned on a life of crime. But sometimes doing the right thing means getting your hands dirty. The cops didn't care that Skids needed the money for his mother's operation. His mother died of her illness during the second year of his sentence. His cellmate, Brad Hollins, told him there were worse fates than death. He ranted and raved in a quiet voice every evening about the ""Old Ones"" and told Skids about bizarre adventures he'd had while dreaming. Skids didn't give it much thought until the night he woke to the sight of his cellmate bursting into flames. When Skids was finally released, he returned to Arkham, looking for answers.",4074eb1e-2341-4ff8-be20-d220621fa3c4:2df74e76-b199-433c-8f48-d2eaed044d56,https://arkhamdb.com/card/01003,/bundles/cards/01003.png,/bundles/cards/01003b.png,['01503'],"['01503', '90008']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01003
core,Core Set,investigator,Investigator,mystic,Mystic,4,FALSE,FALSE,01004,Agnes Baker,Agnes Baker,The Waitress,"[reaction] After 1 or more horror is placed on Agnes Baker: Deal 1 damage to an enemy at your location. (Limit once per phase.)
[elder_sign] effect: +1 for each horror on Agnes Baker.","[reaction] After 1 or more horror is placed on Agnes Baker: Deal 1 damage to an enemy at your location. (Limit once per phase.)
[elder_sign] effect: +1 for each horror on Agnes Baker.",1,5,2,2,3,6,FALSE,8,1,,Sorcerer.,Sorcerer.,"{'size': 30, 'card': {'01012': {'01012': '01012', '90018': '90018'}, '01013': {'01013': '01013', '90019': '90019'}}, 'random': [{'target': 'subtype', 'value': 'basicweakness'}]}","[{'faction': ['mystic', 'neutral'], 'level': {'min': 0, 'max': 5}}, {'faction': ['survivor'], 'level': {'min': 0, 'max': 2}}]","""I remember another life, one of sorcery and conquest.""",Magali Villeneuve,TRUE,FALSE,TRUE,"<b>Deck Size</b>: 30.
<b>Deckbuilding Options</b>: Mystic cards ([mystic]) level 0-5, Survivor cards ([survivor]) level 0-2, Neutral cards level 0-5.
<b>Deckbuilding Requirements</b> (do not count toward deck size): Heirloom of Hyperborea, Dark Memory, 1 random basic weakness.","Agnes Baker may be just an unassuming waitress in this life, but in a previous life, in a time and age undreamed of in the modern world, she had been a powerful witch. It began when she found a strange artifact - a key of some kind - in a dusty collection of family belongings in her attic. When she touched it, the memories came flooding back, along with one word: ""Hyperborea."" The more she delved into the visions and memories of her former life, the stronger her powers grew... and the more frightened she became.",207654c5-69a2-467b-b4ab-bfeffd28d310:67a13aab-aaa8-404f-8c9b-594c453c217a,https://arkhamdb.com/card/01004,/bundles/cards/01004.png,/bundles/cards/01004b.png,['01504'],"['01504', '90017']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01004
core,Core Set,investigator,Investigator,survivor,Survivor,5,FALSE,FALSE,01005,Wendy Adams,Wendy Adams,The Urchin,"[reaction] When you reveal a chaos token, choose and discard 1 card from your hand: Cancel that chaos token and return it to the bag. Reveal a new chaos token. (Limit once per test/ability.)
[elder_sign] effect: +0. If Wendy's Amulet is in play, you automatically succeed instead.","[reaction] When you reveal a chaos token, choose and discard 1 card from your hand: Cancel that chaos token and return it to the bag. Reveal a new chaos token. (Limit once per test/ability.)
[elder_sign] effect: +0. If Wendy's Amulet is in play, you automatically succeed instead.",1,4,3,1,4,7,FALSE,7,1,,Drifter.,Drifter.,"{'size': 30, 'card': {'01014': {'01014': '01014', '90039': '90039'}, '01015': {'01015': '01015', '90040': '90040'}}, 'random': [{'target': 'subtype', 'value': 'basicweakness'}]}","[{'faction': ['survivor', 'neutral'], 'level': {'min': 0, 'max': 5}}, {'faction': ['rogue'], 'level': {'min': 0, 'max': 2}}]",,Jacob Murray,TRUE,FALSE,TRUE,"<b>Deck Size</b>: 30.
<b>Deckbuilding Options</b>: Survivor cards ([survivor]) level 0-5, Rogue cards ([rogue]) level 0-2, Neutral cards level 0-5.
<b>Deckbuilding Requirements</b> (do not count toward deck size): Wendy's Amulet, Abandoned and Alone, 1 random basic weakness.","Mama used to let Wendy play with her necklace when she was small. Mama would tell her stories, and Wendy would spin the necklace and watch as it glittered. Then, word came that her father had been lost at sea, and Mama started acting strange, drawing unusual symbols in chalk all over the house. They took Mama to the asylum, and Wendy went to the orphanage. Before they took her away, Mama gave her the necklace, to ""protect her."" Wendy stayed in the orphanage for several years before running away, deciding that she could take better care of herself on her own.",e8b6e380-16f3-40d7-af47-484db614ea18:86358d81-3a3e-40ba-999b-903a1c0d9365,https://arkhamdb.com/card/01005,/bundles/cards/01005.png,/bundles/cards/01005b.png,['01505'],"['01505', '90037']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01005
core,Core Set,asset,Asset,neutral,Neutral,6,FALSE,FALSE,01006,Roland's .38 Special,Roland's .38 Special,,"Roland Banks deck only.
Uses (4 ammo).
[action] Spend 1 ammo: <b>Fight.</b> You get +1 [combat] for this attack (if there are 1 or more clues on your location, you get +3 [combat], instead). This attack deals +1 damage.","Roland Banks deck only.
Uses (4 ammo).
[action] Spend 1 ammo: <b>Fight.</b> You get +1 [combat] for this attack (if there are 1 or more clues on your location, you get +3 [combat], instead). This attack deals +1 damage.",1,,,1,1,,FALSE,,1,Hand,Item. Weapon. Firearm.,Item. Weapon. Firearm.,,,,Tiziano Baracchi,TRUE,FALSE,FALSE,,,4bb7b957-a180-4421-ad42-49704e11a3a5,https://arkhamdb.com/card/01006,/bundles/cards/01006.png,,['01506'],,3,,Hand,,,"{'date': '2017-02-15 00:00:00.000000', 'timezone_type': 3, 'timezone': 'UTC'}",1,{'investigator': {'01001': '01001'}},,,,,,,,,,,,,,,,,,,,,,,,,,,,01001
core,Core Set,treachery,Treachery,neutral,Neutral,7,FALSE,FALSE,01007,Cover Up,Cover Up,,"<b>Revelation</b> - Put Cover Up into play in your threat area, with 3 clues on it.
[reaction] When you would discover 1 or more clues at your location: Discard that many clues from Cover Up instead.
<b>Forced</b> - When the game ends, if there are any clues on Cover Up: You suffer 1 mental trauma.","<b>Revelation</b> - Put Cover Up into play in your threat area, with 3 clues on it.
[reaction] When you would discover 1 or more clues at your location: Discard that many clues from Cover Up instead.
<b>Forced</b> - When the game ends, if there are any clues on Cover Up: You suffer 1 mental trauma.",1,,,,,,FALSE,,1,,Task.,Task.,,,,Marcin Jakubowski,FALSE,FALSE,FALSE,,,bc0a93e3-6643-49a2-9acc-8eaf681f4b2f,https://arkhamdb.com/card/01007,/bundles/cards/01007.png,,['01507'],,,,,weakness,Weakness,,,{'investigator': {'01001': '01001'}},,,,,,,,,,,,,,,,,,,,,,,,,,,,01001
core,Core Set,asset,Asset,neutral,Neutral,8,FALSE,FALSE,01008,Daisy's Tote Bag,Daisy's Tote Bag,,"Daisy Walker deck only.
You have 2 additional hand slots, which can only be used to hold [[Tome]] assets.","Daisy Walker deck only.
You have 2 additional hand slots, which can only be used to hold [[Tome]] assets.",1,1,1,,,,FALSE,,1,,Item.,Item.,,,,Dani Hartel,TRUE,FALSE,FALSE,,,48a42717-bbe7-45b3-bf10-14f741a69c9f,https://arkhamdb.com/card/01008,/bundles/cards/01008.png,,['01508'],,2,,,,,"{'date': '2017-02-15 00:00:00.000000', 'timezone_type': 3, 'timezone': 'UTC'}",1,{'investigator': {'01002': '01002'}},,,,,,,,,,,,,,,,,,,,,,,,,,,,01002
core,Core Set,asset,Asset,neutral,Neutral,9,FALSE,FALSE,01009,The Necronomicon,The Necronomicon,John Dee Translation,"<b>Revelation</b> - Put The Necronomicon into play in your threat area, with 3 horror on it. It cannot leave play while it has 1 or more horror on it.
Treat each [elder_sign] you reveal on a chaos token as a [auto_fail].
[action]: Move 1 horror from The Necronomicon to Daisy Walker. Then, if The Necronomicon has no horror on it, discard it.","<b>Revelation</b> - Put The Necronomicon into play in your threat area, with 3 horror on it. It cannot leave play while it has 1 or more horror on it.
Treat each [elder_sign] you reveal on a chaos token as a [auto_fail].
[action]: Move 1 horror from The Necronomicon to Daisy Walker. Then, if The Necronomicon has no horror on it, discard it.",1,,,,,,FALSE,,1,Hand,Item. Tome.,Item. Tome.,,,,Jessie Calderon,FALSE,FALSE,FALSE,,,ea28042e-36f2-4de2-bfcc-3fbff1fd3119,https://arkhamdb.com/card/01009,/bundles/cards/01009.png,,['01509'],,,,Hand,weakness,Weakness,,,{'investigator': {'01002': '01002'}},,,,,,,,,,,,,,,,,,,,,,,,,,,,01002
core,Core Set,event,Event,neutral,Neutral,10,FALSE,FALSE,01010,On the Lam,On the Lam,,"""Skids"" O'Toole deck only.
Fast. Play after your turn begins.
Until the end of the round, non-[[Elite]] enemies cannot attack you.","""Skids"" O'Toole deck only.
Fast. Play after your turn begins.
Until the end of the round, non-[[Elite]] enemies cannot attack you.",1,,1,,1,,FALSE,,1,,Tactic.,Tactic.,,,I ain't going to the pen a second time.,John Pacer,FALSE,FALSE,FALSE,,,c53196d8-e131-438a-ab64-d5d818819767,https://arkhamdb.com/card/01010,/bundles/cards/01010.png,,['01510'],,1,,,,,"{'date': '2017-02-15 00:00:00.000000', 'timezone_type': 3, 'timezone': 'UTC'}",2,{'investigator': {'01003': '01003'}},,,,,,,,,,,,,,,,,,,,,,,,,,,,01003
core,Core Set,treachery,Treachery,neutral,Neutral,11,FALSE,FALSE,01011,Hospital Debts,Hospital Debts,,"<b>Revelation</b> - Put Hospital Debts into play in your threat area.
[free]: Move 1 resource from your resource pool to Hospital Debts. (Limit twice per round.)
<b>Forced</b> - When the game ends, if Hospital Debts has fewer than 6 resources on it: You earn 2 fewer experience for this scenario.","<b>Revelation</b> - Put Hospital Debts into play in your threat area.
[free]: Move 1 resource from your resource pool to Hospital Debts. (Limit twice per round.)
<b>Forced</b> - When the game ends, if Hospital Debts has fewer than 6 resources on it: You earn 2 fewer experience for this scenario.",1,,,,,,FALSE,,1,,Task.,Task.,,,,Adam Lane,FALSE,FALSE,FALSE,,,8c8c8662-de35-45e1-9b82-449655ecd8c2,https://arkhamdb.com/card/01011,/bundles/cards/01011.png,,['01511'],,,,,weakness,Weakness,,,{'investigator': {'01003': '01003'}},,,,,,,,,,,,,,,,,,,,,,,,,,,,01003
core,Core Set,asset,Asset,neutral,Neutral,12,FALSE,FALSE,01012,Heirloom of Hyperborea,Heirloom of Hyperborea,Artifact from Another Life,"Agnes Baker deck only.
[reaction] After you play a [[Spell]] card: Draw 1 card.","Agnes Baker deck only.
[reaction] After you play a [[Spell]] card: Draw 1 card.",1,1,,1,,,FALSE,,1,Accessory,Item. Relic.,Item. Relic.,,,"The etchings on its surface change from day to day, shifting and moving whenever I'm not looking.",Dani Hartel,TRUE,FALSE,FALSE,,,e88d5324-aafd-4712-883c-4dcc3be9c02c,https://arkhamdb.com/card/01012,/bundles/cards/01012.png,,['01512'],,3,,Accessory,,,"{'date': '2017-02-15 00:00:00.000000', 'timezone_type': 3, 'timezone': 'UTC'}",1,{'investigator': {'01004': '01004'}},,,,,,,,,,,,,,,,,,,,,,,,,,,,01004
core,Core Set,event,Event,neutral,Neutral,13,FALSE,FALSE,01013,Dark Memory,Dark Memory,,"Place 1 doom on the current agenda. This effect can cause the current agenda to advance.
<b>Forced</b> - If Dark Memory is in your hand at the end of your turn, reveal it and take 2 horror.","Place 1 doom on the current agenda. This effect can cause the current agenda to advance.
<b>Forced</b> - If Dark Memory is in your hand at the end of your turn, reveal it and take 2 horror.",1,,,,,,FALSE,,1,,Spell.,Spell.,,,No... not again!,Falk,FALSE,FALSE,FALSE,,,a68108af-d124-430b-92c7-63d2d55a7995,https://arkhamdb.com/card/01013,/bundles/cards/01013.png,,['01513'],,2,,,weakness,Weakness,,,{'investigator': {'01004': '01004'}},,,,,,,,,,,,,,,,,,,,,,,,,,,,01004
core,Core Set,asset,Asset,neutral,Neutral,14,FALSE,FALSE,01014,Wendy's Amulet,Wendy's Amulet,,"Wendy Adams deck only.
You may play the topmost event in your discard pile as if it were in your hand.
<b>Forced</b> - After you play an event or discard an event from play: Place it on the bottom of your deck instead of in your discard pile.","Wendy Adams deck only.
You may play the topmost event in your discard pile as if it were in your hand.
<b>Forced</b> - After you play an event or discard an event from play: Place it on the bottom of your deck instead of in your discard pile.",1,,,,,,FALSE,,1,Accessory,Item. Relic.,Item. Relic.,,,,Linda Tso,TRUE,FALSE,FALSE,,,29917242-d023-4235-87f2-5ff6ff67188e,https://arkhamdb.com/card/01014,/bundles/cards/01014.png,,['01514'],,2,,Accessory,,,"{'date': '2021-06-28 00:00:00.000000', 'timezone_type': 3, 'timezone': 'UTC'}",2,{'investigator': {'01005': '01005'}},,,,,,,,,,,,,,,,,,,,,,,,,,,,01005
core,Core Set,treachery,Treachery,neutral,Neutral,15,FALSE,FALSE,01015,Abandoned and Alone,Abandoned and Alone,,<b>Revelation</b> - Take 2 direct horror and remove all cards in your discard pile from the game.,<b>Revelation</b> - Take 2 direct horror and remove all cards in your discard pile from the game.,1,,,,,,FALSE,,1,,Madness.,Madness.,,,I don't need them. I don't need anyone.,Ben Zweifel,FALSE,FALSE,FALSE,,,cd4dfe53-cdd3-4a88-bdfd-a3920ece4ce5,https://arkhamdb.com/card/01015,/bundles/cards/01015.png,,['01515'],,,,,weakness,Weakness,,,{'investigator': {'01005': '01005'}},,,,,,,,,,,,,,,,,,,,,,,,,,,,01005
dre,Dark Revelations,investigator,Investigator,mystic,Mystic,19,FALSE,FALSE,98019,Gloria Goldberg,Gloria Goldberg,The Writer,"You choose the investigator order during the mythos phase.
[reaction] When you look at 1 or more cards from the encounter deck: Look at 1 additional card and choose 1 non-[[Elite]] card among them. Either discard it, put it on top of the encounter deck, or place it facedown beneath Gloria Goldberg (max 3 cards beneath her).
[elder_sign] effect: +1. Look at the top card of the encounter deck.","You choose the investigator order during the mythos phase.
[reaction] When you look at 1 or more cards from the encounter deck: Look at 1 additional card and choose 1 non-[[Elite]] card among them. Either discard it, put it on top of the encounter deck, or place it facedown beneath Gloria Goldberg (max 3 cards beneath her).
[elder_sign] effect: +1. Look at the top card of the encounter deck.",1,5,4,2,1,5,FALSE,9,1,,Clairvoyant.,Clairvoyant.,"{'size': 30, 'card': {'11015': {'11015': '11015', '98020': '98020'}, '11016': {'11016': '11016', '98021': '98021'}}, 'random': [{'target': 'subtype', 'value': 'basicweakness'}]}","[{'faction': ['mystic', 'neutral'], 'level': {'min': 0, 'max': 5}}, {'name': 'Secondary Class', 'faction_select': ['guardian', 'seeker', 'rogue'], 'level': {'min': 0, 'max': 1}, 'type': ['event', 'skill'], 'limit': 10}]",,Colin Boyer,TRUE,FALSE,TRUE,"<b>Deck Size</b>: 30.
<b>Secondary Class Choice</b>: At deck creation, choose Guardian ([guardian]), Seeker ([seeker]), or Rogue ([rogue]).
<b>Deckbuilding Options</b>: Mystic cards ([mystic]) level 0-5, Neutral cards level 0-5, up to 10 level 0-1 events and/or skills of your chosen secondary class.
<b>Deckbuilding Requirements</b> (do not count toward deck size): 3 copies of Psychic Sensitivity, 3 copies of Prophecy of the End (shuffled into the encounter deck), 1 random basic weakness.","Nightmares and apocalyptic visions have plagued novelist Gloria Goldberg her entire life. Although she learned to exorcise her terrors onto the page, she has never revealed the inspiration for her weird tales, not even to fellow author Jamie Galbraith. One day, she is struck by a vision of Jamie begging her to help finish what he started. Moments later, she receives word of his sudden death. As Gloria reads Jamie's unfinished book, the story takes hold of her, and the words on the page begin to bleed into reality.",,https://arkhamdb.com/card/98019,/bundles/cards/98019.png,/bundles/cards/98019b.jpg,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,98019
